,wikidata_uri,company name,description,country,instance of,inception,official website,industry,founded by
3351,http://www.wikidata.org/entity/Q570910,Nickelodeon Animation Studio,animated animation studio owned by ViacomCBS,United States of America,['business'],1998-03-04,http://nickanimation.com/,['animation' 'film industry'],Vanessa Coffey
3352,http://www.wikidata.org/entity/Q571092,AntarChile,main holding company of the Angelini Group of Companies,Chile,['public company' 'business' 'enterprise'],2003-01-01,http://www.antarchile.cl,['conglomerate'],Anacleto Angelini
3353,http://www.wikidata.org/entity/Q571134,Antarctic Press,American comic publishing company,United States of America,['book publisher' 'business' 'comic publishing company'],1984-01-01,http://www.antarctic-press.com,['publishing' 'comics industry'],Ben Dunn
3354,http://www.wikidata.org/entity/Q573337,EA Phenomic,company,Germany,['business'],1997-01-01,http://www.phenomic.de/,['video game industry'],Volker Wertich
3355,http://www.wikidata.org/entity/Q582418,ITT Corporation,American worldwide manufacturing company,United States of America,['public company' 'enterprise' 'business'],1920-01-01,http://www.itt.com,['manufacturing'],Sosthenes Behn
3356,http://www.wikidata.org/entity/Q587719,Brisa – Auto-estradas de Portugal,Portuguese company,Portugal,['public company' 'enterprise' 'business'],1972-01-01,http://www.brisa.pt/,['transport'],Jorge de Brito
3357,http://www.wikidata.org/entity/Q573278,Merlin Entertainments,British leisure company,United Kingdom,['enterprise' 'business' 'public company'],1998-01-01,http://www.merlinentertainments.biz/,['entertainment'],Nick Varney
3358,http://www.wikidata.org/entity/Q574425,Lucas Industries,company,United Kingdom,['business' 'enterprise'],1872-01-01,http://www.lucas.info,['mechanical engineering'],Joseph Lucas
3359,http://www.wikidata.org/entity/Q587270,Games Workshop,British maker of miniature wargames,United Kingdom,"['enterprise' 'public company' 'board game publishing company' 'business'
 'tabletop role-playing game publisher']",1975-01-01,https://www.warhammer.com/,['publishing'],Steve Jackson
3360,http://www.wikidata.org/entity/Q589590,AviaBellanca Aircraft,aircraft manufacturer in the United States,United States of America,['business'],1927-01-01,http://www.aviabellancainc.com,['aerospace'],Giuseppe Mario Bellanca
3361,http://www.wikidata.org/entity/Q589757,MyHeritage,"online genealogy platform with web, mobile, and software products and services",Israel,"['business' 'commercial organization' 'genealogy database'
 'genealogy website' 'social networking service']",2003-01-01,https://www.myheritage.com/,['genealogy'],Gilad Japhet
3362,http://www.wikidata.org/entity/Q600624,CA Technologies,"U.S. software company, also known as Computer Associates",United States of America,['public company' 'software company' 'business' 'enterprise'],1976-01-01,http://www.ca.com/,['enterprise software'],Charles Wang
3363,http://www.wikidata.org/entity/Q603617,Boston Market,chain of American fast casual restaurants,United States of America,['business'],1985-01-01,https://www.bostonmarket.com/,['gastronomy'],Steven Kolow
3364,http://www.wikidata.org/entity/Q605565,Swiss Re,Swiss reinsurance company,Switzerland,['public company' 'business'],1863-01-01,https://www.swissre.com/,['insurance'],Credit Suisse
3365,http://www.wikidata.org/entity/Q594721,Bestseller,privately held family-owned clothing company based in Denmark,Denmark,['business' 'enterprise'],1975-01-01,http://www.bestseller.com/,['clothing industry' 'retail' 'wholesale'],Troels Holch Povlsen
3366,http://www.wikidata.org/entity/Q593680,Borsalino,Italian hat company,Italy,['enterprise' 'business'],1857-04-04,https://www.borsalino.com,['hat industry'],Giuseppe Borsalino
3367,http://www.wikidata.org/entity/Q588459,Ring of Honor,American professional wrestling promotion,United States of America,['professional wrestling promotion' 'enterprise' 'business'],2002-01-01,https://www.rohwrestling.com/,['professional wrestling'],Rob Feinstein
3368,http://www.wikidata.org/entity/Q590897,Empresas ICA,company,Mexico,['business' 'public company'],1947-01-01,http://www.ica.com.mx,['construction'],Bernardo Quintana Arrioja
3369,http://www.wikidata.org/entity/Q600375,Saras,"Italian energy multinational corporation with operations in petroleum refining, marketing, transportation and power generation",Italy,['enterprise' 'business' 'energy company'],1962-01-01,https://www.saras.it/,['petroleum industry'],Angelo Moratti
3370,http://www.wikidata.org/entity/Q600986,Escada SE,German clothing company,Germany,['fashion house' 'fashion label' 'business' 'enterprise'],1978-01-01,https://www.escada.com,['clothing industry'],Margaretha Ley
3371,http://www.wikidata.org/entity/Q602141,AVOS Systems,company,United States of America,['business'],2011-01-01,http://www.avos.com/,['Internet'],Steve Chen
3372,http://www.wikidata.org/entity/Q603698,Longines,Swiss watchmaker,Switzerland,['business' 'trademark'],1832-01-01,https://www.longines.com/es,['horology'],Auguste Agassiz
3373,http://www.wikidata.org/entity/Q588528,FrieslandCampina Germany,company,Germany,['business'],1996-01-01,https://www.frieslandcampina.de/,['food and tobacco industry'],Friedrich Wilhelm Schnitzler
3374,http://www.wikidata.org/entity/Q591359,Steyr Arms,manufacturer of firearms,Austria,['brand' 'business'],1864-04-16,https://www.steyr-arms.com/en/,['arms industry'],Josef Werndl
3375,http://www.wikidata.org/entity/Q611115,Swarovski,Austrian crystal and jewelry company,Austria,['business'],1895-01-01,https://www.swarovski.com/,['fashion'],Daniel Swarovski
3376,http://www.wikidata.org/entity/Q619111,Apollo Group,company,United States of America,['enterprise' 'public company' 'business'],1973-01-01,http://www.apollo.edu,['for-profit education'],John Sperling
3377,http://www.wikidata.org/entity/Q618264,Apetito,European frozen food company,Germany,['enterprise' 'business'],1958-01-01,http://www.apetito.com,['foodservice'],Karl Düsterberg
3378,http://www.wikidata.org/entity/Q618236,The Onion,American satire news organization,United States of America,['business' 'weekly newspaper'],1988-01-01,http://www.theonion.com/,['publishing'],Tim Keck
3379,http://www.wikidata.org/entity/Q608917,Budapesti Közlekedési Központ,"public transport company in Budapest, Hungary",Hungary,['transport company' 'business' 'enterprise'],2011-01-01,https://bkk.hu/,['public transport'],General Assembly of Budapest
3380,http://www.wikidata.org/entity/Q606978,EBSCO Industries,company,United States of America,['business'],1944-01-01,https://www.ebscoind.com/,['information technology'],Elton B. Stephens
3381,http://www.wikidata.org/entity/Q619121,Apollo Global Management,American private equity firm,United States of America,['enterprise' 'public company' 'private equity firm' 'business'],1990-01-01,https://www.apollo.com/,['asset management'],Leon Black
3382,http://www.wikidata.org/entity/Q609466,Colgate-Palmolive Company,American multinational consumer products company,United States of America,['public company' 'business'],1806-01-01,http://www.colgatepalmolive.com/,['personal care product'],William Colgate
3383,http://www.wikidata.org/entity/Q614920,BSH Hausgeräte GmbH,German manufacturer of home appliances,Germany,['business' 'trademark'],1967-01-01,https://www.bsh-group.com/,['mechanical engineering' 'manufacturing'],Robert Bosch
3384,http://www.wikidata.org/entity/Q615788,Grupo Abril,Brazilian media group,Brazil,['business' 'enterprise'],1950-01-01,http://www.grupoabril.com.br/,['media conglomerate'],Victor Civita
3385,http://www.wikidata.org/entity/Q609524,Tuenti,Telefónica's virtual mobile operator in Spain and Latin America,Spain,['mobile virtual network operator' 'business'],2006-02-22,https://www.tuenti.es,"['internet service provider' 'telecommunications'
 'social networking service' 'mobile phone industry']",Zaryn Dentzel
3386,http://www.wikidata.org/entity/Q610817,Bank of Brazil,Brazilian banking institution,Brazil,['public company' 'state bank' 'business' 'financial institution'],1808-01-01,https://www.bb.com.br/,['financial sector' 'financial services' 'economics of banking'],João VI of Portugal
3387,http://www.wikidata.org/entity/Q618898,Pivdenne Design Office,Ukrainian rocket and satellite designer,Ukraine,['business'],1951-01-01,https://www.yuzhnoye.com/ua/home/,['aerospace engineering' 'aerospace manufacturer'],Mikhail Yangel
3388,http://www.wikidata.org/entity/Q615954,CPI FIM,company,Luxembourg,['enterprise' 'business'],1993-01-01,http://www.orcogroup.com/,['real estate developer'],Bernard Gauthier
3389,http://www.wikidata.org/entity/Q623459,Silicon Graphics,former American company,United States of America,['business' 'enterprise'],1981-11-09,http://www.sgi.com/,['computer hardware'],David J. Brown
3390,http://www.wikidata.org/entity/Q620875,Goodyear Tire and Rubber Company,global tire manufacturing company,United States of America,['enterprise' 'business' 'public company'],1898-08-29,https://www.goodyear.com/,['plastics and rubber industry' 'manufacturing'],Frank Seiberling
3391,http://www.wikidata.org/entity/Q621592,"Discovery, Inc.",former American multinational television company,United States of America,['enterprise' 'business' 'public company'],1994-01-01,https://www.discovery.com/,['mass media' 'broadcasting'],John Hendricks
3392,http://www.wikidata.org/entity/Q621977,ASTM International,standards organization,United States of America,['company' 'standards organization' 'learned society' 'business'],1898-01-01,https://www.astm.org,['higher education'],Charles Benjamin Dudley
3393,http://www.wikidata.org/entity/Q621429,Dyson,"Technology company based in Singapore that designs and manufactures vacuum cleaners, hand dryers, bladeless fans and heaters",Singapore,['privately held company' 'business' 'enterprise'],1991-01-01,https://www.dyson.com,['home appliance industry'],James Dyson
3394,http://www.wikidata.org/entity/Q620534,Stratolaunch Systems,company,United States of America,['business' 'enterprise'],2011-01-01,https://www.stratolaunch.com/,['aerospace manufacturer'],Paul Allen
3395,http://www.wikidata.org/entity/Q623647,Gmarket,South Korean e-commerce website,South Korea,['website' 'business'],2000-01-01,http://www.gmarket.co.kr,['e-commerce'],Young Bae Ku
3396,http://www.wikidata.org/entity/Q620745,Appel Feinkost,business,German Reich,['business'],1879-01-01,http://www.appel-feinkost.de,"['food and tobacco industry'
 'processing and preserving of fish, crustaceans and molluscs'
 'manufacture of condiments and seasonings' 'food industry']",Heinrich Wilhelm Appel
3397,http://www.wikidata.org/entity/Q620238,NPO Energomash,aerospace company in USSR and Russia,Russia,['enterprise' 'business'],1929-05-15,http://www.npoenergomash.ru/,['aerospace manufacturer'],Valentin Glushko
3398,http://www.wikidata.org/entity/Q625713,BHP Group,Anglo-Australian multinational mining and petroleum company,Australia,['public company' 'business' 'enterprise'],2001-01-01,https://www.bhp.com/,['mining' 'metal industry' 'mining and quarrying'],William Jamieson
3399,http://www.wikidata.org/entity/Q620802,Two Steps from Hell,American trailer music company,United States of America,['business' 'musical group' 'enterprise' 'music organization'],2006-01-01,http://www.twostepsfromhell.com,['music industry'],Nick Phoenix
3400,http://www.wikidata.org/entity/Q634831,Sheraton Hotels and Resorts,international hotel chain,United States of America,['hotel chain' 'business'],1937-01-01,https://sheraton.marriott.com/,['hospitality industry' 'hotel industry'],Ernest Henderson
3401,http://www.wikidata.org/entity/Q631220,Braun,German consumer products company based in Kronberg,Germany,['business' 'brand' 'company'],1921-01-01,https://www.braun.com/,['home appliance industry' 'consumer goods industry' 'electrical industry'],Max Braun
3402,http://www.wikidata.org/entity/Q635484,Giorgio Armani,Italy-based international luxury fashion house,Italy,['fashion house' 'business' 'enterprise'],1975-01-01,https://www.armani.com/,['fashion'],Giorgio Armani
3403,http://www.wikidata.org/entity/Q630125,Gedeon Richter Ltd.,Hungarian pharmaceutical company,Hungary,['enterprise' 'public company' 'business'],1901-01-01,http://www.richter.hu/en/Pages/CEOWelcome.aspx#about,['pharmaceutical industry'],Gedeon Richter
3404,http://www.wikidata.org/entity/Q631221,Cyma Watches,company,Switzerland,['business'],1862-01-01,http://www.cyma.ch/,['horology'],Henri Frédéric Sandoz
3405,http://www.wikidata.org/entity/Q632240,Eli Lilly and Company,American pharmaceutical company,United States of America,['public company' 'business' 'pharmaceutical company'],1876-01-01,http://www.lilly.com/,['pharmaceutical industry'],Eli Lilly
3406,http://www.wikidata.org/entity/Q631792,Beko,Turkish domestic appliance and consumer electronics brand of Arçelik A.Ş.,Turkey,['brand' 'business'],1955-01-01,https://www.beko.com/,['home appliance' 'consumer electronics'],Vehbi Koç
